gene_id,symbol,gene_name,gene_biotype,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000152583,SPARCL1,SPARCL1,protein_coding,997.957712028395,4.549265316484374,0.18560493290528787,7.671906718842162e-136,7.404298270997936e-132
ENSG00000165995,CACNB2,CACNB2,protein_coding,495.6668203140097,3.269830081292229,0.13246072897849717,1.0410993069457167e-135,7.404298270997936e-132
ENSG00000101347,SAMHD1,SAMHD1,protein_coding,12714.666742491208,3.746931683590577,0.15718420832371258,1.307760060091047e-128,6.200526364911683e-125
ENSG00000120129,DUSP1,DUSP1,protein_coding,3413.120273732279,2.92768421025009,0.12251982582405417,3.3239787617727965e-128,1.1820068476864065e-124
ENSG00000189221,MAOA,MAOA,protein_coding,2343.870393156165,3.3296851744376093,0.1428300896079991,7.456851491567473e-123,2.1213251123211147e-119
ENSG00000211445,GPX3,GPX3,protein_coding,12298.968822844334,3.711809203456135,0.1686995837949031,2.6579596316236138e-110,6.301136300035714e-107
ENSG00000157214,STEAP2,STEAP2,protein_coding,3014.967657453084,1.958755578703462,0.09044429043515595,2.8880573492616337e-105,5.868532533699639e-102
ENSG00000162614,NEXN,NEXN,protein_coding,5402.821895568349,2.017222432076968,0.09573172701539263,5.414603061909155e-100,9.627164244074478e-97
ENSG00000125148,MT2A,MT2A,protein_coding,3661.68861011813,2.19063229004517,0.10712278058121318,1.7702499190781824e-94,2.7977816498853406e-91
ENSG00000154734,ADAMTS1,ADAMTS1,protein_coding,30365.003303036436,2.3237746629655542,0.11811699218975098,5.83501151522482e-88,8.299720379255784e-85
ENSG00000139132,FGD4,FGD4,protein_coding,1225.3708041120974,2.2067946294319305,0.11277590139284686,9.516978590598346e-87,1.2306318497515533e-83
ENSG00000162493,PDPN,PDPN,protein_coding,1101.5091439414273,1.870437963342497,0.0961653722231661,1.4916770770120235e-85,1.7681345619515852e-82
ENSG00000162692,VCAM1,VCAM1,protein_coding,511.59531615699933,-3.684386463025284,0.19160425539656012,8.472967392211786e-85,9.270729860524649e-82
ENSG00000179094,PER1,PER1,protein_coding,777.2657804991429,3.1652135480275883,0.16457062519112622,1.1029685195851911e-84,1.120616015898554e-81
ENSG00000134243,SORT1,SORT1,protein_coding,5520.114862831,2.1726734811995545,0.11309077205677535,5.935472413821911e-84,5.628410640946858e-81
ENSG00000163884,KLF15,KLF15,protein_coding,561.4178521064563,4.424737920619514,0.2362157403366546,7.6146144861327385e-81,6.7693922781720045e-78
ENSG00000178695,KCTD12,KCTD12,protein_coding,2666.699843459713,-2.5239618042371816,0.13689676924192204,6.222639026382098e-78,5.20651867713288e-75
ENSG00000107562,CXCL12,CXCL12,protein_coding,25275.222688097023,-1.910864720549508,0.10668098763303636,3.013640824411175e-73,2.3814459492458084e-70
ENSG00000148848,ADAM12,ADAM12,protein_coding,1373.0485699533676,-1.8136270662736906,0.1012025313141117,3.4756896883028205e-73,2.6020110592852275e-70
ENSG00000146250,PRSS35,PRSS35,protein_coding,315.86962597262755,-2.750057537358197,0.1535612452658574,6.266000641868763e-73,4.4563796564970646e-70
ENSG00000198624,CCDC69,CCDC69,protein_coding,2059.7057549286246,2.8883195389918996,0.16433239962150326,1.1430915528369598e-71,7.742540117882341e-69
ENSG00000106976,DNM1,DNM1,protein_coding,889.90785418746,-1.7563554217384099,0.09970291471473516,1.3566173626042958e-70,8.7711478934925e-68
ENSG00000163394,CCKAR,CCKAR,protein_coding,1226.0312877663184,-2.184390428538561,0.1262660771261423,1.5649209723894512e-68,9.67801561359459e-66
ENSG00000154930,ACSS1,ACSS1,protein_coding,671.4001212880555,1.8763379429223284,0.10880273692481637,7.225089089593761e-68,4.282069467099236e-65
ENSG00000253368,TRNP1,TRNP1,protein_coding,1042.1203403893016,1.9653218126166734,0.11508719574465433,8.663924322966422e-67,4.929426382794976e-64
ENSG00000162616,DNAJB4,DNAJB4,protein_coding,1470.833082808627,1.4987775411859416,0.0883508067731281,9.999264737333649e-66,5.47036698553207e-63
ENSG00000124766,SOX4,SOX4,protein_coding,1289.1552400981589,-2.405794231243962,0.1428749983495134,1.4416076924540418e-65,7.594602895357885e-63
ENSG00000163661,PTX3,PTX3,protein_coding,8580.741834861676,2.234807307571817,0.13310342216011534,3.710944394557775e-65,1.8851597524353497e-62
ENSG00000197381,ADARB1,ADARB1,protein_coding,1972.1319159432262,2.294793056348055,0.13752587353359924,2.612145118967498e-64,1.281212143868748e-61
ENSG00000148175,STOM,STOM,protein_coding,11218.077134981237,1.4286813029975236,0.08553144393103929,7.669218525144616e-64,3.6362321433885676e-61
ENSG00000116285,ERRFI1,ERRFI1,protein_coding,3237.3107893611764,2.398553438915502,0.1455862408807332,6.944628845633662e-63,3.186464538719135e-60
ENSG00000172403,SYNPO2,SYNPO2,protein_coding,8030.067601240824,1.7229534506837902,0.10479750454053993,4.109687944865707e-62,1.8267562914928067e-59
ENSG00000163083,INHBB,INHBB,protein_coding,419.1449307947152,3.41401529841142,0.21033552137467496,2.936868978679436e-61,1.2658795258404938e-58
ENSG00000166741,NNMT,NNMT,protein_coding,7444.096038805379,2.160619008168599,0.13641934364550692,2.4815437508185688e-58,1.0381611268130389e-55
